sample_no	letter	author	authenticity	particle	part_of_speech	position_from_start	position_from_end	left_neighbor	left_neighbor_pos	right_neighbor	right_neighbor_pos	pip	pip_position	fip	fip_position	position_s	position_is	sentence
431	66	Paul	P1	καί	conjunction	27	8	βλέπειν,	verb	τὸν	article	βλέπειν,	26	null	0	0	1	καὶ Δαυὶδ λέγει· Γενηθήτω ἡ τράπεζα αὐτῶν εἰς παγίδα καὶ εἰς θήραν καὶ εἰς σκάνδαλον καὶ εἰς ἀνταπόδομα αὐτοῖς, σκοτισθήτωσαν οἱ ὀφθαλμοὶ αὐτῶν τοῦ μὴ βλέπειν, καὶ τὸν νῶτον αὐτῶν διὰ παντὸς σύγκαμψον.
432	66	Paul	P1	οὖν	conjunction	2	6	Λέγω	verb	μὴ	exclamation	null	0	οὖν,	2	2	0	Λέγω οὖν, μὴ ἔπταισαν ἵνα πέσωσιν;
433	66	Paul	P1	ἀλλά	conjunction	3	13	γένοιτο·	verb	τῷ	article	γένοιτο·	2	ἔθνεσιν,	10	0	1	μὴ γένοιτο· ἀλλὰ τῷ αὐτῶν παραπτώματι ἡ σωτηρία τοῖς ἔθνεσιν, εἰς τὸ παραζηλῶσαι αὐτούς.
434	66	Paul	P1	δέ	conjunction	2	18	εἰ	conjunction	τὸ	article	null	0	ἐθνῶν,	13	2	0	εἰ δὲ τὸ παράπτωμα αὐτῶν πλοῦτος κόσμου καὶ τὸ ἥττημα αὐτῶν πλοῦτος ἐθνῶν, πόσῳ μᾶλλον τὸ πλήρωμα αὐτῶν.
435	66	Paul	P1	καί	conjunction	8	12	κόσμου	noun	τὸ	article	null	0	ἐθνῶν,	13	8	0	εἰ δὲ τὸ παράπτωμα αὐτῶν πλοῦτος κόσμου καὶ τὸ ἥττημα αὐτῶν πλοῦτος ἐθνῶν, πόσῳ μᾶλλον τὸ πλήρωμα αὐτῶν.
436	66	Paul	P1	δέ	conjunction	2	5	Ὑμῖν	personal pronoun	λέγω	verb	null	0	null	0	2	0	Ὑμῖν ⸀δὲ λέγω τοῖς ἔθνεσιν.
437	66	Paul	P1	οὖν	conjunction	4	21	μὲν	exclamation	εἰμι	verb	null	0	ἀπόστολος,	8	4	0	ἐφ’ ὅσον μὲν ⸀οὖν εἰμι ἐγὼ ἐθνῶν ἀπόστολος, τὴν διακονίαν μου δοξάζω, εἴ πως παραζηλώσω μου τὴν σάρκα καὶ σώσω τινὰς ἐξ αὐτῶν.
438	66	Paul	P1	καί	conjunction	19	6	σάρκα	noun	σώσω	verb	δοξάζω,	12	null	0	0	7	ἐφ’ ὅσον μὲν ⸀οὖν εἰμι ἐγὼ ἐθνῶν ἀπόστολος, τὴν διακονίαν μου δοξάζω, εἴ πως παραζηλώσω μου τὴν σάρκα καὶ σώσω τινὰς ἐξ αὐτῶν.
439	66	Paul	P1	γάρ	conjunction	2	15	εἰ	conjunction	ἡ	article	null	0	κόσμου,	7	2	0	εἰ γὰρ ἡ ἀποβολὴ αὐτῶν καταλλαγὴ κόσμου, τίς ἡ πρόσλημψις εἰ μὴ ζωὴ ἐκ νεκρῶν;
440	66	Paul	P1	δέ	conjunction	2	16	εἰ	conjunction	ἡ	article	null	0	ἁγία,	5	2	0	εἰ δὲ ἡ ἀπαρχὴ ἁγία, καὶ τὸ φύραμα· καὶ εἰ ἡ ῥίζα ἁγία, καὶ οἱ κλάδοι.
441	66	Paul	P1	καί	conjunction	9	9	φύραμα·	noun	εἰ	conjunction	φύραμα·	8	ἁγία,	13	0	1	εἰ δὲ ἡ ἀπαρχὴ ἁγία, καὶ τὸ φύραμα· καὶ εἰ ἡ ῥίζα ἁγία, καὶ οἱ κλάδοι.
442	66	Paul	P1	δέ	conjunction	2	38	Εἰ	conjunction	τινες	interrogative	null	0	ἐξεκλάσθησαν,	6	2	0	Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συγκοινωνὸς τῆς ⸀ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου, μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
443	66	Paul	P1	δέ	conjunction	8	32	σὺ	personal pronoun	ἀγριέλαιος	noun	ἐξεκλάσθησαν,	6	ἐγένου,	22	0	2	Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συγκοινωνὸς τῆς ⸀ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου, μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
444	66	Paul	P1	καί	conjunction	14	26	αὐτοῖς	personal pronoun	συγκοινωνὸς	noun	ἐξεκλάσθησαν,	6	ἐγένου,	22	0	8	Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συγκοινωνὸς τῆς ⸀ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου, μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
445	66	Paul	P1	δέ	conjunction	28	12	εἰ	conjunction	κατακαυχᾶσαι,	verb	κλάδων·	26	κατακαυχᾶσαι,	29	0	2	Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συγκοινωνὸς τῆς ⸀ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου, μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
446	66	Paul	P1	ἀλλά	conjunction	35	5	βαστάζεις	verb	ἡ	article	κατακαυχᾶσαι,	29	null	0	0	6	Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συγκοινωνὸς τῆς ⸀ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου, μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
447	66	Paul	P1	οὖν	conjunction	2	7	ἐρεῖς	verb	Ἐξεκλάσθησαν	verb	null	0	οὖν·	2	2	0	ἐρεῖς οὖν· Ἐξεκλάσθησαν κλάδοι ἵνα ἐγὼ ἐγκεντρισθῶ.
448	66	Paul	P1	δέ	conjunction	6	5	σὺ	personal pronoun	τῇ	article	ἐξεκλάσθησαν,	4	null	0	0	2	καλῶς· τῇ ἀπιστίᾳ ἐξεκλάσθησαν, σὺ δὲ τῇ πίστει ἕστηκας.
449	66	Paul	P1	ἀλλά	conjunction	4	16	φρόνει⸃,	verb	φοβοῦ·	verb	φρόνει⸃,	3	φοβοῦ·	5	0	1	μὴ ⸂ὑψηλὰ φρόνει⸃, ἀλλὰ φοβοῦ· εἰ γὰρ ὁ θεὸς τῶν κατὰ φύσιν κλάδων οὐκ ἐφείσατο, ⸀οὐδὲ σοῦ φείσεται.
450	66	Paul	P1	γάρ	conjunction	7	13	εἰ	conjunction	ὁ	article	φοβοῦ·	5	ἐφείσατο,	15	0	2	μὴ ⸂ὑψηλὰ φρόνει⸃, ἀλλὰ φοβοῦ· εἰ γὰρ ὁ θεὸς τῶν κατὰ φύσιν κλάδων οὐκ ἐφείσατο, ⸀οὐδὲ σοῦ φείσεται.
451	66	Paul	P1	οὖν	conjunction	2	24	ἴδε	exclamation	χρηστότητα	noun	null	0	θεοῦ·	6	2	0	ἴδε οὖν χρηστότητα καὶ ἀποτομίαν θεοῦ· ἐπὶ μὲν τοὺς πεσόντας ⸀ἀποτομία, ἐπὶ δὲ σὲ ⸂χρηστότης θεοῦ⸃, ἐὰν ⸀ἐπιμένῃς τῇ χρηστότητι, ἐπεὶ καὶ σὺ ἐκκοπήσῃ.
452	66	Paul	P1	καί	conjunction	4	22	χρηστότητα	noun	ἀποτομίαν	noun	null	0	θεοῦ·	6	4	0	ἴδε οὖν χρηστότητα καὶ ἀποτομίαν θεοῦ· ἐπὶ μὲν τοὺς πεσόντας ⸀ἀποτομία, ἐπὶ δὲ σὲ ⸂χρηστότης θεοῦ⸃, ἐὰν ⸀ἐπιμένῃς τῇ χρηστότητι, ἐπεὶ καὶ σὺ ἐκκοπήσῃ.
453	66	Paul	P1	μέν	conjunction	8	18	ἐπὶ	preposition	τοὺς	article	θεοῦ·	6	⸀ἀποτομία,	11	0	2	ἴδε οὖν χρηστότητα καὶ ἀποτομίαν θεοῦ· ἐπὶ μὲν τοὺς πεσόντας ⸀ἀποτομία, ἐπὶ δὲ σὲ ⸂χρηστότης θεοῦ⸃, ἐὰν ⸀ἐπιμένῃς τῇ χρηστότητι, ἐπεὶ καὶ σὺ ἐκκοπήσῃ.
454	66	Paul	P1	δέ	conjunction	13	13	ἐπὶ	preposition	σὲ	personal pronoun	⸀ἀποτομία,	11	θεοῦ⸃,	16	0	2	ἴδε οὖν χρηστότητα καὶ ἀποτομίαν θεοῦ· ἐπὶ μὲν τοὺς πεσόντας ⸀ἀποτομία, ἐπὶ δὲ σὲ ⸂χρηστότης θεοῦ⸃, ἐὰν ⸀ἐπιμένῃς τῇ χρηστότητι, ἐπεὶ καὶ σὺ ἐκκοπήσῃ.
455	66	Paul	P1	δέ	conjunction	2	16	κἀκεῖνοι	demonstrative	ἐὰν	conjunction	null	0	δέ,	2	2	0	κἀκεῖνοι δέ, ἐὰν μὴ ⸀ἐπιμένωσι τῇ ἀπιστίᾳ, ἐγκεντρισθήσονται· δυνατὸς γάρ ⸂ἐστιν ὁ θεὸς⸃ πάλιν ἐγκεντρίσαι αὐτούς.
456	66	Paul	P1	γάρ	conjunction	10	8	δυνατὸς	adjective	⸂ἐστιν	verb	ἐγκεντρισθήσονται·	8	null	0	0	2	κἀκεῖνοι δέ, ἐὰν μὴ ⸀ἐπιμένωσι τῇ ἀπιστίᾳ, ἐγκεντρισθήσονται· δυνατὸς γάρ ⸂ἐστιν ὁ θεὸς⸃ πάλιν ἐγκεντρίσαι αὐτούς.
457	66	Paul	P1	γάρ	conjunction	2	25	εἰ	conjunction	σὺ	personal pronoun	null	0	καλλιέλαιον,	15	2	0	εἰ γὰρ σὺ ἐκ τῆς κατὰ φύσιν ἐξεκόπης ἀγριελαίου καὶ παρὰ φύσιν ἐνεκεντρίσθης εἰς καλλιέλαιον, πόσῳ μᾶλλον οὗτοι οἱ κατὰ φύσιν ἐγκεντρισθήσονται τῇ ἰδίᾳ ἐλαίᾳ.
458	66	Paul	P1	καί	conjunction	10	17	ἀγριελαίου	noun	παρὰ	preposition	null	0	καλλιέλαιον,	15	10	0	εἰ γὰρ σὺ ἐκ τῆς κατὰ φύσιν ἐξεκόπης ἀγριελαίου καὶ παρὰ φύσιν ἐνεκεντρίσθης εἰς καλλιέλαιον, πόσῳ μᾶλλον οὗτοι οἱ κατὰ φύσιν ἐγκεντρισθήσονται τῇ ἰδίᾳ ἐλαίᾳ.
459	66	Paul	P1	γάρ	conjunction	2	44	Οὐ	adverb	θέλω	verb	null	0	ἀγνοεῖν,	5	2	0	Οὐ γὰρ θέλω ὑμᾶς ἀγνοεῖν, ἀδελφοί, τὸ μυστήριον τοῦτο, ἵνα μὴ ⸀ἦτε ἑαυτοῖς φρόνιμοι, ὅτι πώρωσις ἀπὸ μέρους τῷ Ἰσραὴλ γέγονεν ἄχρι οὗ τὸ πλήρωμα τῶν ἐθνῶν εἰσέλθῃ, καὶ οὕτως πᾶς Ἰσραὴλ σωθήσεται· καθὼς γέγραπται· Ἥξει ἐκ Σιὼν ὁ ⸀ῥυόμενος, ἀποστρέψει ἀσεβείας ἀπὸ Ἰακώβ.
460	66	Paul	P1	καί	conjunction	29	17	εἰσέλθῃ,	verb	οὕτως	adverb	εἰσέλθῃ,	28	σωθήσεται·	33	0	1	Οὐ γὰρ θέλω ὑμᾶς ἀγνοεῖν, ἀδελφοί, τὸ μυστήριον τοῦτο, ἵνα μὴ ⸀ἦτε ἑαυτοῖς φρόνιμοι, ὅτι πώρωσις ἀπὸ μέρους τῷ Ἰσραὴλ γέγονεν ἄχρι οὗ τὸ πλήρωμα τῶν ἐθνῶν εἰσέλθῃ, καὶ οὕτως πᾶς Ἰσραὴλ σωθήσεται· καθὼς γέγραπται· Ἥξει ἐκ Σιὼν ὁ ⸀ῥυόμενος, ἀποστρέψει ἀσεβείας ἀπὸ Ἰακώβ.
461	66	Paul	P1	καί	conjunction	1	13	εἰσέλθῃ,	verb	αὕτη	demonstrative	null	0	διαθήκη,	7	1	0	καὶ αὕτη αὐτοῖς ἡ παρ’ ἐμοῦ διαθήκη, ὅταν ἀφέλωμαι τὰς ἁμαρτίας αὐτῶν.
462	66	Paul	P1	μέν	conjunction	2	24	κατὰ	preposition	τὸ	article	null	0	ὑμᾶς,	7	2	0	κατὰ μὲν τὸ εὐαγγέλιον ἐχθροὶ δι’ ὑμᾶς, κατὰ δὲ τὴν ἐκλογὴν ἀγαπητοὶ διὰ τοὺς πατέρας· ἀμεταμέλητα γὰρ τὰ χαρίσματα καὶ ἡ κλῆσις τοῦ θεοῦ.
463	66	Paul	P1	δέ	conjunction	9	17	κατὰ	preposition	τὴν	article	ὑμᾶς,	7	πατέρας·	15	0	2	κατὰ μὲν τὸ εὐαγγέλιον ἐχθροὶ δι’ ὑμᾶς, κατὰ δὲ τὴν ἐκλογὴν ἀγαπητοὶ διὰ τοὺς πατέρας· ἀμεταμέλητα γὰρ τὰ χαρίσματα καὶ ἡ κλῆσις τοῦ θεοῦ.
464	66	Paul	P1	γάρ	conjunction	17	9	ἀμεταμέλητα	adjective	τὰ	article	πατέρας·	15	null	0	0	2	κατὰ μὲν τὸ εὐαγγέλιον ἐχθροὶ δι’ ὑμᾶς, κατὰ δὲ τὴν ἐκλογὴν ἀγαπητοὶ διὰ τοὺς πατέρας· ἀμεταμέλητα γὰρ τὰ χαρίσματα καὶ ἡ κλῆσις τοῦ θεοῦ.
465	66	Paul	P1	καί	conjunction	20	6	χαρίσματα	noun	ἡ	article	πατέρας·	15	null	0	0	5	κατὰ μὲν τὸ εὐαγγέλιον ἐχθροὶ δι’ ὑμᾶς, κατὰ δὲ τὴν ἐκλογὴν ἀγαπητοὶ διὰ τοὺς πατέρας· ἀμεταμέλητα γὰρ τὰ χαρίσματα καὶ ἡ κλῆσις τοῦ θεοῦ.
466	66	Paul	P1	γάρ	conjunction	2	38	ὥσπερ	conjunction	ὑμεῖς	personal pronoun	null	0	θεῷ,	7	2	0	ὥσπερ ⸀γὰρ ὑμεῖς ποτε ἠπειθήσατε τῷ θεῷ, νῦν δὲ ἠλεήθητε τῇ τούτων ἀπειθείᾳ, οὕτως καὶ οὗτοι νῦν ἠπείθησαν τῷ ὑμετέρῳ ἐλέει ἵνα καὶ αὐτοὶ ⸀νῦν ἐλεηθῶσιν· συνέκλεισεν γὰρ ὁ θεὸς τοὺς πάντας εἰς ἀπείθειαν ἵνα τοὺς πάντας ἐλεήσῃ.
467	66	Paul	P1	δέ	conjunction	9	31	νῦν	adverb	ἠλεήθητε	verb	θεῷ,	7	ἀπειθείᾳ,	13	0	2	ὥσπερ ⸀γὰρ ὑμεῖς ποτε ἠπειθήσατε τῷ θεῷ, νῦν δὲ ἠλεήθητε τῇ τούτων ἀπειθείᾳ, οὕτως καὶ οὗτοι νῦν ἠπείθησαν τῷ ὑμετέρῳ ἐλέει ἵνα καὶ αὐτοὶ ⸀νῦν ἐλεηθῶσιν· συνέκλεισεν γὰρ ὁ θεὸς τοὺς πάντας εἰς ἀπείθειαν ἵνα τοὺς πάντας ἐλεήσῃ.
468	66	Paul	P1	γάρ	conjunction	28	12	συνέκλεισεν	verb	ὁ	article	ἐλεηθῶσιν·	26	null	0	0	2	ὥσπερ ⸀γὰρ ὑμεῖς ποτε ἠπειθήσατε τῷ θεῷ, νῦν δὲ ἠλεήθητε τῇ τούτων ἀπειθείᾳ, οὕτως καὶ οὗτοι νῦν ἠπείθησαν τῷ ὑμετέρῳ ἐλέει ἵνα καὶ αὐτοὶ ⸀νῦν ἐλεηθῶσιν· συνέκλεισεν γὰρ ὁ θεὸς τοὺς πάντας εἰς ἀπείθειαν ἵνα τοὺς πάντας ἐλεήσῃ.
469	66	Paul	P1	καί	conjunction	4	16	πλούτου	noun	σοφίας	noun	null	0	θεοῦ·	8	4	0	Ὦ βάθος πλούτου καὶ σοφίας καὶ γνώσεως θεοῦ· ὡς ἀνεξεραύνητα τὰ κρίματα αὐτοῦ καὶ ἀνεξιχνίαστοι αἱ ὁδοὶ αὐτοῦ.
470	66	Paul	P1	καί	conjunction	6	14	σοφίας	noun	γνώσεως	noun	null	0	θεοῦ·	8	6	0	Ὦ βάθος πλούτου καὶ σοφίας καὶ γνώσεως θεοῦ· ὡς ἀνεξεραύνητα τὰ κρίματα αὐτοῦ καὶ ἀνεξιχνίαστοι αἱ ὁδοὶ αὐτοῦ.
471	66	Paul	P1	καί	conjunction	14	6	αὐτοῦ	personal pronoun	ἀνεξιχνίαστοι	adjective	θεοῦ·	8	null	0	0	6	Ὦ βάθος πλούτου καὶ σοφίας καὶ γνώσεως θεοῦ· ὡς ἀνεξεραύνητα τὰ κρίματα αὐτοῦ καὶ ἀνεξιχνίαστοι αἱ ὁδοὶ αὐτοῦ.
472	66	Paul	P1	γάρ	conjunction	2	5	Τίς	interrogative	ἔγνω	verb	null	0	null	0	2	0	Τίς γὰρ ἔγνω νοῦν κυρίου;
473	66	Paul	P1	καί	conjunction	5	4	αὐτῷ,	personal pronoun	ἀνταποδοθήσεται	verb	αὐτῷ,	4	null	0	0	1	ἢ τίς προέδωκεν αὐτῷ, καὶ ἀνταποδοθήσεται αὐτῷ;
474	66	Paul	P1	καί	conjunction	4	16	αὐτοῦ	personal pronoun	δι’	preposition	null	0	πάντα·	11	4	0	ὅτι ἐξ αὐτοῦ καὶ δι’ αὐτοῦ καὶ εἰς αὐτὸν τὰ πάντα· αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας, ἀμήν.
475	66	Paul	P1	καί	conjunction	7	13	αὐτοῦ	personal pronoun	εἰς	preposition	null	0	πάντα·	11	7	0	ὅτι ἐξ αὐτοῦ καὶ δι’ αὐτοῦ καὶ εἰς αὐτὸν τὰ πάντα· αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας, ἀμήν.
476	66	Paul	P1	οὖν	conjunction	2	50	Παρακαλῶ	verb	ὑμᾶς,	personal pronoun	null	0	ὑμᾶς,	3	2	0	Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν ⸂εὐάρεστον τῷ θεῷ⸃, τὴν λογικὴν λατρείαν ὑμῶν· καὶ μὴ ⸀συσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ ⸀μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ ⸀νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
477	66	Paul	P1	καί	conjunction	24	28	ὑμῶν·	personal pronoun	μὴ	adverb	ὑμῶν·	23	τούτῳ,	29	0	1	Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν ⸂εὐάρεστον τῷ θεῷ⸃, τὴν λογικὴν λατρείαν ὑμῶν· καὶ μὴ ⸀συσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ ⸀μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ ⸀νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
478	66	Paul	P1	ἀλλά	conjunction	30	22	τούτῳ,	demonstrative	⸀μεταμορφοῦσθε	verb	τούτῳ,	29	⸀νοός,	35	0	1	Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν ⸂εὐάρεστον τῷ θεῷ⸃, τὴν λογικὴν λατρείαν ὑμῶν· καὶ μὴ ⸀συσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ ⸀μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ ⸀νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
479	66	Paul	P1	καί	conjunction	47	5	ἀγαθὸν	adjective	εὐάρεστον	adjective	θεοῦ,	44	null	0	0	3	Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν ⸂εὐάρεστον τῷ θεῷ⸃, τὴν λογικὴν λατρείαν ὑμῶν· καὶ μὴ ⸀συσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ ⸀μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ ⸀νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
480	66	Paul	P1	καί	conjunction	49	3	εὐάρεστον	adjective	τέλειον.	adjective	θεοῦ,	44	null	0	0	5	Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν ⸂εὐάρεστον τῷ θεῷ⸃, τὴν λογικὴν λατρείαν ὑμῶν· καὶ μὴ ⸀συσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ ⸀μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ ⸀νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
481	66	Paul	P1	γάρ	conjunction	2	31	Λέγω	verb	διὰ	preposition	null	0	φρονεῖν,	19	2	0	Λέγω γὰρ διὰ τῆς χάριτος τῆς δοθείσης μοι παντὶ τῷ ὄντι ἐν ὑμῖν μὴ ὑπερφρονεῖν παρ’ ὃ δεῖ φρονεῖν, ἀλλὰ φρονεῖν εἰς τὸ σωφρονεῖν, ἑκάστῳ ὡς ὁ θεὸς ἐμέρισεν μέτρον πίστεως.
482	66	Paul	P1	ἀλλά	conjunction	20	13	φρονεῖν,	verb	φρονεῖν	verb	φρονεῖν,	19	σωφρονεῖν,	24	0	1	Λέγω γὰρ διὰ τῆς χάριτος τῆς δοθείσης μοι παντὶ τῷ ὄντι ἐν ὑμῖν μὴ ὑπερφρονεῖν παρ’ ὃ δεῖ φρονεῖν, ἀλλὰ φρονεῖν εἰς τὸ σωφρονεῖν, ἑκάστῳ ὡς ὁ θεὸς ἐμέρισεν μέτρον πίστεως.
483	66	Paul	P1	γάρ	conjunction	2	31	καθάπερ	conjunction	ἐν	preposition	null	0	ἔχομεν,	8	2	0	καθάπερ γὰρ ἐν ἑνὶ σώματι ⸂πολλὰ μέλη⸃ ἔχομεν, τὰ δὲ μέλη πάντα οὐ τὴν αὐτὴν ἔχει πρᾶξιν, οὕτως οἱ πολλοὶ ἓν σῶμά ἐσμεν ἐν Χριστῷ, ⸀τὸ δὲ καθ’ εἷς ἀλλήλων μέλη.
484	66	Paul	P1	δέ	conjunction	10	23	τὰ	article	μέλη	noun	ἔχομεν,	8	πρᾶξιν,	17	0	2	καθάπερ γὰρ ἐν ἑνὶ σώματι ⸂πολλὰ μέλη⸃ ἔχομεν, τὰ δὲ μέλη πάντα οὐ τὴν αὐτὴν ἔχει πρᾶξιν, οὕτως οἱ πολλοὶ ἓν σῶμά ἐσμεν ἐν Χριστῷ, ⸀τὸ δὲ καθ’ εἷς ἀλλήλων μέλη.
485	66	Paul	P1	δέ	conjunction	27	6	⸀τὸ	article	καθ’	preposition	Χριστῷ,	25	null	0	0	2	καθάπερ γὰρ ἐν ἑνὶ σώματι ⸂πολλὰ μέλη⸃ ἔχομεν, τὰ δὲ μέλη πάντα οὐ τὴν αὐτὴν ἔχει πρᾶξιν, οὕτως οἱ πολλοὶ ἓν σῶμά ἐσμεν ἐν Χριστῷ, ⸀τὸ δὲ καθ’ εἷς ἀλλήλων μέλη.
486	66	Paul	P1	δέ	conjunction	2	46	ἔχοντες	verb	χαρίσματα	noun	null	0	διάφορα,	10	2	0	ἔχοντες δὲ χαρίσματα κατὰ τὴν χάριν τὴν δοθεῖσαν ἡμῖν διάφορα, εἴτε προφητείαν κατὰ τὴν ἀναλογίαν τῆς πίστεως, εἴτε διακονίαν ἐν τῇ διακονίᾳ, εἴτε ὁ διδάσκων ἐν τῇ διδασκαλίᾳ, εἴτε ὁ παρακαλῶν ἐν τῇ παρακλήσει, ὁ μεταδιδοὺς ἐν ἁπλότητι, ὁ προϊστάμενος ἐν σπουδῇ, ὁ ἐλεῶν ἐν ἱλαρότητι.
487	66	Paul	P1	καί	conjunction	5	4	εὐλογεῖτε	verb	μὴ	adverb	⸀διώκοντας,	3	null	0	0	2	εὐλογεῖτε τοὺς ⸀διώκοντας, εὐλογεῖτε καὶ μὴ καταρᾶσθε.
488	66	Paul	P1	ἀλλά	conjunction	10	5	φρονοῦντες	verb	τοῖς	article	φρονοῦντες,	5	null	0	0	5	τὸ αὐτὸ εἰς ἀλλήλους φρονοῦντες, μὴ τὰ ὑψηλὰ φρονοῦντες ἀλλὰ τοῖς ταπεινοῖς συναπαγόμενοι.
489	66	Paul	P1	ἀλλά	conjunction	24	14	ἀγαπητοί,	adjective	δότε	verb	ἀγαπητοί,	23	ὀργῇ,	28	0	1	μηδενὶ κακὸν ἀντὶ κακοῦ ἀποδιδόντες· προνοούμενοι καλὰ ἐνώπιον πάντων ἀνθρώπων· εἰ δυνατόν, τὸ ἐξ ὑμῶν μετὰ πάντων ἀνθρώπων εἰρηνεύοντες· μὴ ἑαυτοὺς ἐκδικοῦντες, ἀγαπητοί, ἀλλὰ δότε τόπον τῇ ὀργῇ, γέγραπται γάρ· Ἐμοὶ ἐκδίκησις, ἐγὼ ἀνταποδώσω, λέγει κύριος.
